First author,Study accession,Publication date,Journal,Title,Reported trait,Trait(s),Discovery sample number and ancestry,Replication sample number and ancestry,Association count,Summary statistics,ftp downloads
Kurilshikov A,GCST90017112,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Cyanobacteria id.1500),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017112/GCST90017112_buildGRCh37.tsv
Kurilshikov A,GCST90017113,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Euryarchaeota id.55),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017113/GCST90017113_buildGRCh37.tsv
Kurilshikov A,GCST90017114,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Firmicutes id.1672),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017114/GCST90017114_buildGRCh37.tsv
Kurilshikov A,GCST90017115,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Lentisphaerae id.2238),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017115/GCST90017115_buildGRCh37.tsv
Kurilshikov A,GCST90017116,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Proteobacteria id.2375),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017116/GCST90017116_buildGRCh37.tsv
Kurilshikov A,GCST90017117,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Tenericutes id.3919),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017117/GCST90017117_buildGRCh37.tsv
Kurilshikov A,GCST90017118,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (phylum Verrucomicrobia id.3982),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017118/GCST90017118_buildGRCh37.tsv
Kurilshikov A,GCST90016983,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Coprococcus1 id.11301),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016983/GCST90016983_buildGRCh37.tsv
Kurilshikov A,GCST90016984,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Coprococcus2 id.11302),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016984/GCST90016984_buildGRCh37.tsv
Kurilshikov A,GCST90016985,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Coprococcus3 id.11303),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016985/GCST90016985_buildGRCh37.tsv
Kurilshikov A,GCST90016986,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Defluviitaleaceae UCG011 id.11287),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016986/GCST90016986_buildGRCh37.tsv
Kurilshikov A,GCST90016987,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Desulfovibrio id.3173),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016987/GCST90016987_buildGRCh37.tsv
Kurilshikov A,GCST90016988,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Dialister id.2183),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016988/GCST90016988_buildGRCh37.tsv
Kurilshikov A,GCST90016989,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Dorea id.1997),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016989/GCST90016989_buildGRCh37.tsv
Kurilshikov A,GCST90016990,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eggerthella id.819),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016990/GCST90016990_buildGRCh37.tsv
Kurilshikov A,GCST90016991,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eisenbergiella id.11304),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016991/GCST90016991_buildGRCh37.tsv
Kurilshikov A,GCST90016992,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Enterorhabdus id.820),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,2,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016992/GCST90016992_buildGRCh37.tsv
Kurilshikov A,GCST90016993,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Erysipelatoclostridium id.11381),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,3,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016993/GCST90016993_buildGRCh37.tsv
Kurilshikov A,GCST90016994,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Erysipelotrichaceae UCG003 id.11384),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016994/GCST90016994_buildGRCh37.tsv
Kurilshikov A,GCST90016995,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Escherichia Shigella id.3504),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016995/GCST90016995_buildGRCh37.tsv
Kurilshikov A,GCST90016996,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium brachy group id.11296),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016996/GCST90016996_buildGRCh37.tsv
Kurilshikov A,GCST90016997,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium coprostanoligenes group id.11375),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,2,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016997/GCST90016997_buildGRCh37.tsv
Kurilshikov A,GCST90016998,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium eligens group id.14372),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016998/GCST90016998_buildGRCh37.tsv
Kurilshikov A,GCST90016999,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium fissicatena group id.14373),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90016999/GCST90016999_buildGRCh37.tsv
Kurilshikov A,GCST90017000,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium hallii group id.11338),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017000/GCST90017000_buildGRCh37.tsv
Kurilshikov A,GCST90017001,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium nodatum group id.11297),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017001/GCST90017001_buildGRCh37.tsv
Kurilshikov A,GCST90017002,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium oxidoreducens group id.11339),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017002/GCST90017002_buildGRCh37.tsv
Kurilshikov A,GCST90017003,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium rectale group id.14374),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017003/GCST90017003_buildGRCh37.tsv
Kurilshikov A,GCST90017004,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium ruminantium group id.11340),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017004/GCST90017004_buildGRCh37.tsv
Kurilshikov A,GCST90017005,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium ventriosum group id.11341),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017005/GCST90017005_buildGRCh37.tsv
Kurilshikov A,GCST90017006,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Eubacterium xylanophilum group id.14375),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017006/GCST90017006_buildGRCh37.tsv
Kurilshikov A,GCST90017007,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Faecalibacterium id.2057),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,1,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017007/GCST90017007_buildGRCh37.tsv
Kurilshikov A,GCST90017008,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Family XIII AD3011 group id.11293),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017008/GCST90017008_buildGRCh37.tsv
Kurilshikov A,GCST90017009,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Family XIII UCG001 id.11294),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017009/GCST90017009_buildGRCh37.tsv
Kurilshikov A,GCST90017010,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Flavonifractor id.2059),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017010/GCST90017010_buildGRCh37.tsv
Kurilshikov A,GCST90017011,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Fusicatenibacter id.11305),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017011/GCST90017011_buildGRCh37.tsv
Kurilshikov A,GCST90017012,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Gordonibacter id.821),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017012/GCST90017012_buildGRCh37.tsv
Kurilshikov A,GCST90017013,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Haemophilus id.3698),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017013/GCST90017013_buildGRCh37.tsv
Kurilshikov A,GCST90017014,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Holdemanella id.11393),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017014/GCST90017014_buildGRCh37.tsv
Kurilshikov A,GCST90017015,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Holdemania id.2157),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017015/GCST90017015_buildGRCh37.tsv
Kurilshikov A,GCST90017016,2021-01-18T00:00:00Z,Nat Genet,Large-scale association analyses identify host factors influencing human gut microbiome composition.,Gut microbiota abundance (genus Howardella id.2000),gut microbiome measurement,"14306 European811 East Asian1097 Hispanic or Latin American114 African American or Afro-Caribbean481 Greater Middle Eastern (Middle Eastern, North African or Persian)1531 NR, Other admixed ancestry",'-,0,FTP Download,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017016/GCST90017016_buildGRCh37.tsv
